"ID";"CODICE";"DENOMIAZIONE";"CAP";"CITTA'";"PROV";"GIS x";"GIS y";"GIS Z";"PUNTEGGIO SITO Hp1";"PUNTEGGIO SITO Hp2";"CLASSE DI PRIORITA'";"TIPOLOGIA DI MCA";"PRESENZA DI CONFINAMENTO";"ACCESSIBILITA'";"TIPOLOGIA DI ATTIVITA'";"i1";"i2";"i3";"i4";"i5";"i6";"i7";"i8";"i9";"i10";"i11";"i12";"i13";"i14";"i15";"i16"
6;"CO009002001";"COMUNE DI ALBENGA";17031;"ALBENGA";"SV";1436408;4878075;;;187;5;2;1;1;1;10;10;1;1;;5;8;1;5;;;1;10;3;2;2
7;"CO009002002";"COMUNE DI ALBENGA";17031;"ALBENGA";"SV";1435676;4880722;;;229;5;2;1;1;1;10;10;1;1;;5;5;1;;;;1;10;3;4;10
8;"CO009002003";"COMUNE DI ALBENGA";17031;"ALBENGA";"SV";1436757;4877147;;;568;2;2;2;1;1;10;10;1;1;;3;5;1;5;;;1;10;3;4;2
9;"CO009002004";"COMUNE DI ALBENGA";17031;"ALBENGA";"SV";1437209;4878081;;;254;5;2;1;1;1;10;10;1;1;;5;5;1;;;;1;10;5;4;10
11;"CO009002005";"COMUNE DI ALBENGA";17031;"ALBENGA";"SV";1436831;4877674;;;453;3;2;2;1;2;5;10;1;1;;3;5;1;5;;;1;10;5;4;
13;"CO009002006";"COMUNE DI ALBENGA";17031;"ALBENGA";"SV";1436842;4877669;;;526;3;2;2;1;2;5;10;1;1;;3;5;1;;;;1;20;5;4;
14;"CO009002007";"COMUNE DI ALBENGA";17031;"ALBENGA";"SV";1437448;4877268;;;702;2;2;2;1;1;5;10;1;1;;5;5;1;;;;1;10;5;4;10
15;"CO009002008";"COMUNE DI ALBENGA";17031;"ALBENGA";"SV";436958,87;4877628,04;;;109;5;2;1;2;2;10;10;1;1;;9;;3;;;;1;5;5;;
16;"CO009002009";"COMUNE DI ALBENGA";17031;"ALBENGA";"SV";1434274;4877292;;;210;5;2;1;1;1;10;10;1;1;;5;5;1;;;;1;10;3;;10
17;"CO009002010";"COMUNE DI ALBENGA";17031;"ALBENGA";"SV";1435253;4878822;;;334;3;2;2;1;2;10;10;1;1;;3;5;1;5;;;1;5;3;2;
18;"CO009005001";"COMUNE DI ALTARE";17041;"ALTARE";"SV";446801,91;4909507,72;;;334;4;2;2;2;1;5;10;1;5;;3;8;1;30;;;;20;3;;
19;"CO009004001";"COMUNE DI ALBISOLA SUPERIORE";17011;"ALBISOLA SUPERIORE";"SV";1458790,7219;4912664,247;;;254;3;2;2;1;2;5;1;1;1;;3;5;1;5;;1;;10;1;2;2
21;"CO009004002";"COMUNE DI ALBISOLA SUPERIORE";17011;"ALBISOLA SUPERIORE";"SV";1461101,9505;49094417430;;;184;5;2;1;2;1;5;1;1;5;;5;5;1;5;;1;;20;5;4;10
22;"CO009004003";"COMUNE DI ALBISOLA SUPERIORE";17011;"ALBISOLA SUPERIORE";"SV";1460944,027;4909605,888;;;610;2;2;2;1;1;5;1;1;1;;3;5;1;;;1;;20;5;4;
24;"CO009004004";"COMUNE DI ALBISOLA SUPERIORE";17011;"ALBISOLA SUPERIORE";"SV";1461268,0607;4909102,2207;;;216;4;2;2;2;1;5;1;1;1;;5;5;1;5;;1;;20;5;4;
26;"CO009010001";"COMUNE DI BERGEGGI";17028;"BERGEGGI";"SV";455809,03;4899709,98;;;420;2;2;2;1;1;10;1;1;1;;3;5;1;5;;;;10;3;2;
27;"CO009010002";"COMUNE DI BERGEGGI";17028;"BERGEGGI";"SV";455308,11;4899407,88;;;696;2;2;2;1;1;5;1;1;1;;3;5;1;5;;;;20;5;4;10
28;"CO009010003";"COMUNE DI BERGEGGI";17028;"BERGEGGI";"SV";455097,18;4899691,12;;;696;2;2;2;1;1;5;1;1;1;;3;5;1;5;;;;20;5;4;10
29;"CO009013001";"COMUNE DI BORGIO VEREZZI";17022;"BORGIO VEREZZI";"SV";444064,42;4890561,95;;;517;2;2;2;1;1;10;10;1;1;;3;5;1;5;;;;10;3;2;
30;"CO009013002";"COMUNE DI BORGIO VEREZZI";17022;"BORGIO VEREZZI";"SV";444584,96;4889570,97;;;478;2;2;2;1;1;5;10;1;1;;3;5;1;5;;;;5;3;4;
31;"CO009018001";"COMUNE DI CARCARE (TENNIS CLUB COMUNALE)";17043;"CARCARE";"SV";443198,42;4912174,94;;;208;4;2;2;2;1;5;1;1;1;;3;5;1;5;;;1;20;5;4;
32;"CO009018002";"COMUNE DI CARCARE";17043;"CARCARE";"SV";443474,72;4911886,04;;;233;4;2;2;2;1;10;1;1;1;;3;8;1;5;;;1;20;5;4;
34;"CO009018003";"COMUNE DI CARCARE (SCUOLA MATERNA)";17043;"CARCARE";"SV";442574,23;4912042,85;;;749;2;2;2;1;1;10;1;1;1;;5;5;1;5;;;1;20;5;4;10
35;"CO009018004";"COMUNE DI CARCARE (BOCCIODROMO)";17043;"CARCARE";"SV";443198,42;4912174,94;;;234;4;2;2;2;1;10;1;1;1;;5;5;1;5;;;1;20;5;4;
36;"CO009009001";"COMUNE DI CASANOVA LERRONE";17033;"CASANOVA LERRONE";"SV";423548,39;4876304,36;;;427;2;2;2;1;1;5;10;1;1;;3;5;1;5;;;;5;3;2;
37;"CO009022003";"COMUNE DI CELLE LIGURE";17015;"CELLE LIGURE";"SV";1463813;4910121;;;976;2;2;2;1;1;5;1;3;1;;3;5;3;5;7;;;10;5;4;
38;"CO009022005";"COMUNE DI CELLE LIGURE";17015;"CELLE LIGURE";"SV";1463766,45;4910616,81;;;492;2;2;2;1;1;5;1;1;1;;3;5;1;5;;;;20;3;2;
39;"CO009024001";"COMUNE DI CERIALE";17023;"CERIALE";"SV";1438171,56;4882455,88;;;180;4;2;2;2;1;5;1;1;1;;5;5;1;5;;;;10;5;4;2
40;"CO009024003";"COMUNE DI CERIALE";17023;"CERIALE";"SV";1437897,05;4882453,43;;;208;4;2;2;2;1;5;1;1;1;;3;5;1;5;;;;20;5;4;2
41;"CO009024002";"COMUNE DI CERIALE";17023;"CERIALE";"SV";1438529,41;4882720,58;;;216;5;2;1;2;1;10;1;3;1;;3;8;1;5;3;;;5;5;4;
42;"CO009024004";"COMUNE DI CERIALE";17023;"CERIALE";"SV";1437401,96;4882313,72;;;174;4;2;2;2;1;5;1;1;1;;3;5;1;5;;;;20;3;2;
45;"CO009029001";"COMUNE DI FINALE LIGURE";17024;"FINALE LIGURE";"SV";1446688;4891523;;;982;3;2;2;1;2;5;10;3;1;;3;5;1;;7;;1;20;5;4;
46;"CO009029002";"COMUNE DI FINALE LIGURE";17024;"FINALE LIGURE";"SV";1446628;4891493;;;1298;2;2;2;1;1;5;10;3;1;;3;5;1;;7;;1;20;5;4;
47;"CO009029003";"COMUNE DI FINALE LIGURE";17024;"FINALE LIGURE";"SV";1446701;4891522;;;1442;2;2;2;1;1;5;10;3;1;;3;5;1;5;7;;1;20;5;4;10
48;"CO009029004";"COMUNE DI FINALE LIGURE";17024;"FINALE LIGURE";"SV";1445970;4891713;;;754;3;2;2;1;2;5;10;1;1;;9;5;1;30;;;1;20;5;4;
49;"CO009029005";"COMUNE DI FINALE LIGURE";17024;"FINALE LIGURE";"SV";1445943;4889986;;;826;2;2;2;1;1;5;10;1;1;;3;5;1;30;;;1;20;1;2;
50;"CO009029006";"COMUNE DI FINALE LIGURE";17024;"FINALE LIGURE";"SV";447523,34;4890868,23;;;297;4;1;2;2;1;5;10;1;1;2;3;;1;5;;;1;20;5;4;
51;"CO009029007";"COMUNE DI FINALE LIGURE";17024;"FINALE LIGURE";"SV";1446456;4891661;;;1063;2;2;2;1;1;5;10;1;1;;;5;1;30;;;1;20;5;4;10
53;"CO009049001";"COMUNE DI PIETRA LIGURE";17027;"PIETRA LIGURE";"SV";442633,59;4888654,58;;;384;2;2;2;1;1;5;1;1;1;;3;;1;;;;;10;3;2;
54;"CO009049003";"COMUNE DI PIETRA LIGURE";17027;"PIETRA LIGURE";"SV";442634,18;4888658,12;;;221;4;2;2;2;1;10;1;1;1;;3;;1;;;;;20;3;2;10
55;"CO009038001";"COMUNE DI MILLESIMO";17017;"MILLESIMO";"SV";1436,9;4912,7;;;203;4;2;2;2;2;5;1;1;5;;3;8;3;30;;3;;10;5;2;
58;"CO009038002";"COMUNE DI MILLESIMO";17017;"MILLESIMO";"SV";1436,34;4912,83;;;219;4;2;2;2;2;10;10;1;1;;3;5;1;5;7;3;;20;5;2;
59;"ASEDG009001";"EDILGECO - MAGAZZINO";17017;"MILLESIMO";"SV";1436,25;4912,865;;;556;3;2;2;1;2;15;10;1;5;;3;8;3;5;;;;20;5;2;
60;"ASOFR009001";"OFFICINE FRESIA SPA";17011;"MILLESIMO";"SV";1436,75;4912,95;;;620;3;2;2;1;2;15;10;1;1;;5;10;1;5;;;;20;5;4;2
61;"CO009052002";"COMUNE DI QUILIANO";17047;"QUILIANO";"SV";1454116,78;4903627,107;;;718;2;2;2;1;1;10;10;1;1;;5;8;1;5;;;;20;3;4;2
62;"CO009052003";"COMUNE DI QUILIANO";17047;"QUILIANO";"SV";1451264,722;4904314,253;;;481;2;2;2;1;1;5;10;1;1;;3;5;1;5;;;;10;3;2;
63;"CO009052004";"COMUNE DI QUILIANO";17047;"QUILIANO";"SV";1452941,027;4904310,827;;;478;2;2;2;1;1;5;10;1;1;;3;5;1;5;;;;5;3;4;
64;"CO009056003";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458589,72;4906143,64;;;121;5;2;1;2;1;5;1;1;1;;3;5;1;5;;;1;10;5;4;
65;"CO009056004";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;216;4;2;2;2;1;5;1;1;1;;5;5;1;5;;;1;20;5;4;
66;"CO009056005";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;335;4;2;2;2;1;5;1;1;1;;5;5;1;30;;;1;20;5;4;10
67;"CO009056006";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;208;4;2;2;2;1;5;1;1;1;;3;5;1;5;;;1;20;5;4;
68;"CO009056007";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;200;4;2;2;2;1;5;1;3;1;;3;5;1;5;;;1;;3;2;
69;"CO009056008";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;236;4;2;2;2;1;5;1;1;1;;3;5;1;5;;;1;20;5;4;10
70;"CO009056009";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;245;4;2;2;2;1;5;1;1;1;;5;5;1;5;;;1;20;5;4;10
71;"CO009056010";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;236;4;2;2;2;1;5;1;1;1;;3;5;1;5;;;1;20;5;4;10
72;"CO009056011";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;335;4;2;2;2;1;5;1;1;1;;5;5;1;30;;;1;20;5;4;10
73;"CO009056012";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;236;4;2;2;2;1;5;1;1;1;;3;5;1;;;;1;20;5;4;10
74;"CO009056013";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;245;4;2;2;2;1;5;1;1;1;;5;5;1;5;;;1;20;5;4;10
75;"CO009056014";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;209;4;2;2;2;1;5;1;1;1;;5;5;1;5;;;1;10;5;4;10
76;"CO009056015";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;209;4;2;2;2;1;5;1;1;1;;5;5;1;5;;;1;10;5;4;10
77;"CO009056016";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;166;4;2;2;2;2;5;1;1;1;;3;5;1;5;;;1;20;5;4;2
78;"CO009056017";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;216;4;2;2;2;1;5;1;1;1;;5;5;1;5;;;1;20;5;4;
79;"CO009056019";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;180;4;2;2;2;1;5;1;1;1;;5;5;1;5;;;1;10;5;4;
80;"CO009056020";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;362;4;2;2;2;1;10;1;1;5;;9;8;1;30;;;1;20;5;4;
81;"CO009056021";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;329;4;2;2;2;1;10;1;1;5;;9;8;1;30;;;1;20;3;2;
82;"CO009056022";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;208;4;2;2;2;1;5;1;1;1;;3;5;1;5;;;1;20;5;4;2
83;"CO009056024";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;258;4;2;2;2;1;10;1;1;1;;9;8;1;;;;1;20;5;4;
84;"CO009056025";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;245;4;2;2;2;1;5;1;1;1;;5;5;1;5;;;1;20;5;4;10
85;"CO009056026";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;245;4;2;2;2;1;5;1;1;1;2;5;5;1;5;;;1;20;5;4;10
86;"CO009056030";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;277;4;1;2;2;1;5;1;1;1;2;3;5;1;5;;;1;20;5;4;10
87;"CO009056032";"COMUNE DI SAVONA";17100;"SAVONA";"SV";458591,91;4906135,78;;;245;4;2;2;2;1;5;1;1;1;;5;5;1;5;;;1;20;5;4;10
89;"CO009057001";"COMUNE DI SPOTORNO";17028;"SPOTORNO";"SV";453622,71;4897271,66;;;492;2;2;2;1;1;5;1;1;1;;3;5;1;5;;;;20;3;;
90;"CO009057002";"COMUNE DI SPOTORNO";17028;"SPOTORNO";"SV";453622,71;4897271,66;;;526;2;2;2;1;1;5;1;1;1;;3;5;1;5;;;;20;5;2;
91;"CO009057004";"COMUNE DI SPOTORNO";17013;"SPOTORNO";"SV";453622,71;4897271,66;;;610;2;2;2;1;1;5;1;1;1;;3;5;1;5;;;;20;5;4;
92;"CO009057003";"COMUNE DI SPOTORNO";17023;"SPOTORNO";"SV";453622,71;4897271,66;;;610;2;2;2;1;1;5;1;1;1;;3;5;1;5;;;;20;5;4;
94;"CO009064002";"COMUNE DI VADO LIGURE - magazzino segnaletica";17047;"VADO LIGURE";"SV";1455027;4901788;;;644;3;2;2;1;2;5;1;1;1;;3;5;1;30;;;;20;5;4;
96;"PR009ESP001";"PROVINCIA  DI SAVONA EDILIZIA SCOLASTICA  PATRIMON";17100;"SAVONA";"SV";458766,68;4906058,31;;;254;4;2;2;2;1;10;1;1;1;;3;5;1;5;;;;20;5;4;10
97;"SCORN009001";"OSPEDALE SANTA CORONA";17027;"PIETRA LIGURE";"SV";444695,31;4889603,62;;;696;2;2;2;1;1;10;1;1;1;;9;5;1;5;;;;20;5;4;2
98;"SCORN009002";"OSPEDALE SANTA CORONA";17027;"PIETRA LIGURE";"SV";444695,31;4889603,62;;;254;5;2;1;1;1;10;1;1;1;;9;8;1;5;;;;20;5;4;2
99;"SCORN009003";"OSPEDALE SANTA CORONA";17027;"PIETRA LIGURE";"SV";444695,31;4889603,62;;;660;2;2;2;1;1;5;1;1;1;;9;5;1;5;;;;20;5;4;2
100;"SCORN009004";"OSPEDALE SANTA CORONA";17027;"PIETRA LIGURE";"SV";444695,31;4889603,62;;;660;2;2;2;1;1;5;1;1;1;;9;5;1;5;;;;20;5;4;2
101;"SCORN009005";"OSPEDALE SANTA CORONA";17027;"PIETRA LIGURE";"SV";444695,31;4889603,62;;;245;5;2;1;1;1;10;1;1;1;;9;5;1;5;;;;20;5;4;2
102;"SCORN009006";"OSPEDALE SANTA CORONA";17027;"PIETRA LIGURE";"SV";444695,31;4889603,62;;;660;2;2;2;1;1;5;1;1;1;;9;5;1;5;;;;20;5;4;2
103;"SCORN009007";"OSPEDALE SANTA CORONA";17027;"PIETRA LIGURE";"SV";444695,31;4889603,62;;;660;2;2;2;1;1;5;1;1;1;;9;5;1;5;;;;20;5;4;2
104;"SCORN009008";"OSPEDALE SANTA CORONA";17027;"PIETRA LIGURE";"SV";444695,31;4889603,62;;;696;2;2;2;1;1;10;1;1;1;;9;5;1;5;;;;20;5;4;2
105;"SCORN009009";"OSPEDALE SANTA CORONA";17027;"PIETRA LIGURE";"SV";444695,31;4889603,62;;;660;2;2;2;1;1;5;1;1;1;;9;5;1;5;;;;20;5;4;2
106;"SCORN009010";"OSPEDALE SANTA CORONA";17027;"PIETRA LIGURE";"SV";444695,31;4889603,62;;;660;2;2;2;1;1;5;1;1;1;;9;5;1;5;;;;20;5;4;2
107;"SCORN009011";"OSPEDALE SANTA CORONA";17027;"PIETRA LIGURE";"SV";444695,31;4889603,62;;;660;2;2;2;1;1;5;1;1;1;;9;5;1;5;;;;20;5;4;2
108;"SCORN009012";"OSPEDALE SANTA CORONA";17027;"PIETRA LIGURE";"SV";444695,31;4889603,62;;;660;2;2;2;1;1;5;1;1;1;;9;5;1;5;;;;20;5;4;2
109;"SCORN009013";"OSPEDALE SANTA CORONA";17027;"PIETRA LIGURE";"SV";444695,31;4889603,62;;;660;2;2;2;1;1;5;1;1;1;;9;5;1;5;;;;20;5;4;2
110;"SCORN009014";"OSPEDALE SANTA CORONA";17027;"PIETRA LIGURE";"SV";444695,31;4889603,62;;;660;2;2;2;1;1;5;1;1;1;;9;5;1;5;;;;20;5;4;2
111;"SCORN009015";"OSPEDALE SANTA CORONA";17027;"PIETRA LIGURE";"SV";1441760;4888180;;;930;2;2;2;1;1;5;1;1;1;;9;5;1;30;;;;20;5;4;2
113;"CO008005001";"COMUNE DI AURIGO";18021;"AURIGO";"IM";0;4870500;;;559;4;2;2;2;1;10;10;3;1;;3;5;1;30;7;;;;5;4;
114;"CO008008001";"COMUNE DI BORDIGHERA";18012;"BORDIGHERA";"IM";1393735,83;4848693,68;;;206;4;2;2;2;1;10;1;1;1;;3;5;1;;;;;20;3;4;
115;"CO008008002";"COMUNE DI BORDIGHERA";18012;"BORDIGHERA";"IM";1392283,32;4848515,9;;;226;4;2;2;2;1;10;1;1;1;;3;5;1;;;;;20;5;4;
116;"CO008008003";"COMUNE DI BORDIGHERA";18012;"BORDIGHERA";"IM";1392283,32;4848515,9;;;232;4;2;2;2;1;10;1;1;1;;3;5;3;;;;;20;5;4;
117;"CO008008004";"COMUNE DI BORDIGHERA";18012;"BORDIGHERA";"IM";1394038,77;4848889,02;;;192;4;2;2;2;1;10;1;1;1;;3;5;1;;;;;20;3;2;
118;"CO008013001";"COMUNE DI CARPASIO - CIMITERO";18010;"CARPASIO";"IM";409172,38;4868327,43;;;644;2;2;2;1;1;5;10;1;5;;3;5;3;;;;;20;3;2;
119;"CO008031001";"COMUNE DI IMPERIA";18100;"IMPERIA";"IM";1423386;4859962;;;764;2;2;2;1;1;5;1;1;5;;3;8;1;5;;1;;20;5;4;10
120;"CO008031002";"COMUNE DI IMPERIA";18100;"IMPERIA";"IM";420180,01;4857966,62;;;251;4;2;2;2;1;5;1;1;5;;3;5;1;5;;;;20;5;4;10
121;"CO008031003";"COMUNE DI IMPERIA";18100;"IMPERIA";"IM";421919,12;4859616,21;;;678;2;2;2;1;1;5;1;1;5;;3;8;1;5;;;;20;5;4;2
122;"CO008031004";"COMUNE DI IMPERIA";18100;"IMPERIA";"IM";423108,01;4860328,6;;;236;4;2;2;2;1;5;1;1;1;;3;5;1;5;;;;20;5;4;10
123;"CO008031006";"COMUNE DI IMPERIA";18100;"IMPERIA";"IM";422816,14;4860221,73;;;236;4;2;2;2;1;5;1;1;1;;3;5;1;5;;;;20;5;4;10
124;"CO008031007";"COMUNE DI IMPERIA";18100;"IMPERIA";"IM";422290,29;4860171,9;;;739;2;2;2;1;1;5;1;1;5;;3;5;1;5;;1;;20;5;4;10
125;"CO008031008";"COMUNE DI IMPERIA";18100;"IMPERIA";"IM";420835,42;4858507,47;;;172;4;2;2;2;1;5;1;1;1;;3;5;1;5;;;;10;5;4;
126;"CO008031009";"COMUNE DI IMPERIA";18100;"IMPERIA";"IM";0;0;;;739;2;2;2;1;1;5;1;1;5;;3;5;1;5;;;;20;5;4;10
127;"CO008031010";"COMUNE DI IMPERIA";18100;"IMPERIA";"IM";420111,71;4858991,19;;;175;4;2;2;2;2;5;1;1;5;;3;5;1;5;;;;20;5;4;2
128;"CO008031011";"COMUNE DI IMPERIA";18100;"IMPERIA";"IM";407702,8;4857077,34;;;653;2;2;2;1;1;5;1;1;5;;3;5;1;5;;1;;20;5;4;2
129;"CO008031012";"COMUNE DI IMPERIA";18100;"IMPERIA";"IM";422499,43;4859902,77;;;739;2;2;2;1;1;5;1;1;5;;3;5;1;5;;;;20;5;4;10
130;"CO008031013";"COMUNE DI IMPERIA";18100;"IMPERIA";"IM";422182,44;4860041,96;;;251;4;2;2;2;1;5;1;1;5;;3;5;1;5;;;;20;5;4;10
131;"CO008031014";"COMUNE DI IMPERIA";18100;"IMPERIA";"IM";422221,58;4861598,67;;;236;4;2;2;2;1;5;1;1;1;;3;5;1;5;;;;20;5;4;10
132;"CO008048002";"COMUNE DI RANZO";18020;"RANZO";"IM";1421676;4878908;;;268;5;2;1;1;1;10;10;1;5;;5;5;3;5;;;;20;3;2;10
133;"AEAGD008001";"AGENZIA DEL DEMANIO - VIA FINOCCHIARO APRILE 1 GE";18019;"VALLECROSIA";"IM";1390945;4849770;;;1050;2;2;2;1;1;15;10;1;5;;5;8;1;30;;;;20;5;2;
134;"CO008059001";"COMUNE DI TAGGIA";18018;"TAGGIA";"IM";1408157,5;4853799;;;226;4;2;2;2;1;10;1;1;1;;3;5;1;5;;;1;20;5;4;
135;"CO008059002";"COMUNE DI TAGGIA";18018;"TAGGIA";"IM";1407858;4854160;;;793;2;2;2;1;1;15;1;1;1;;3;8;1;5;;;1;20;5;4;10
136;"CO008059003";"COMUNE DI TAGGIA";18018;"TAGGIA";"IM";1407580;4854085;;;768;2;2;2;1;1;15;1;1;1;;3;5;1;5;;;1;20;5;4;10
137;"PR008PAP001";"AMMINISTRAZIONE PROVINCIALE DI IMPERIA";18100;"PORNASSIO";"IM";1409112;4881437;;;159;4;2;2;2;1;5;10;1;1;;3;5;1;5;;;1;5;;2;
138;"PR008PAP002";"AMMINISTRAZIONE PROVINCIALE DI IMPERIA";18100;"SAN REMO";"IM";1401298;4853523;;;259;5;2;1;1;1;10;10;1;1;;3;;1;5;;;1;20;5;;10
139;"PR008PAP003";"AMMINISTRAZIONE PROVINCIALE DI IMPERIA";18100;"IMPERIA";"IM";1421382;4859352;;;245;5;2;1;1;1;5;10;1;;;3;;1;5;;;1;20;5;4;2
140;"PR008PAP004";"AMMINISTRAZIONE PROVINCIALE DI IMPERIA";18100;"PIEVE DI TECO";"IM";1412931;4877783;;;207;5;2;1;2;1;10;10;1;1;;3;;1;5;;;1;20;5;4;10
141;"PR008PAP006";"AMMINISTRAZIONE PROVINCIALE DI IMPERIA";18100;"SAN REMO";"IM";1402403;4852913;;;259;5;2;1;1;1;10;10;1;1;;3;;1;5;;;1;20;5;;10
142;"PR008PAP007";"AMMINISTRAZIONE PROVINCIALE DI IMPERIA";18100;"VENTIMIGLIA";"IM";1388587;4849346;;;269;5;1;1;1;1;10;1;1;1;2;3;;1;5;;;1;20;5;4;
143;"AEQUE008001";"MINISTERO INFRASTRUTTURE E TRASPORTI (S.I.I.T)";18100;"IMPERIA";"IM";420839,96;4858517,18;;;236;5;2;1;1;1;10;10;1;1;;3;8;1;5;;;1;20;5;;
144;"AEAGT008001";"AGENZIA DEL TERRITORIO";18021;"IMPERIA";"IM";1422265,54;4860755,09;;;173;5;2;1;2;1;10;10;1;1;;;8;1;5;;;;20;5;;
145;"ASL04010001";"AZIENDA SANITARIA LOCALE N.4 - EX SERT AMBULATORI";16043;"CHIAVARI";"GE";528173,08;4909361,49;;;142;4;2;2;2;2;5;1;1;1;;3;5;;5;;;;20;5;;
146;"ASL04010003";"AZIENDA SANITARIA LOCALE N.4";;"BORZONASCA";"GE";530722,68;4918963,3;;;180;5;2;1;1;1;5;1;1;1;;3;5;1;5;;;;10;5;4;
147;"ASL04010005";"AZIENDA SANITARIA LOCALE N.4";;"LAVAGNA";"GE";527696,63;4906875,34;;;100;5;2;1;2;2;5;10;1;1;;5;5;;5;;;;10;5;;
148;"VISCA010001";"AZIENDA OSPEDALIERA ""VILLA SCASSI""";16149;"GENOVA";"GE";1491910,497;4917894,236;;;395;2;1;2;1;2;5;1;1;1;2;3;5;1;5;;;;5;3;4;
149;"VISCA010002";"AZIENDA OSPEDALIERA ""VILLA SCASSI""";16149;"GENOVA";"GE";1491887,857;4917828,851;;;98;5;1;1;2;2;5;1;1;1;2;3;5;1;5;;;;5;3;4;
150;"VISCA010003";"AZIENDA OSPEDALIERA ""VILLA SCASSI""";16149;"GENOVA";"GE";1491821,102;4917858,247;;;98;5;1;1;2;2;5;1;1;1;2;3;5;1;5;;;;5;3;4;
151;"VISCA010004";"AZIENDA OSPEDALIERA ""VILLA SCASSI""";16149;"GENOVA";"GE";1491835,965;4917894,638;;;98;5;1;1;2;2;5;1;1;1;2;3;5;1;5;;;;5;3;4;
152;"VISCA010005";"AZIENDA OSPEDALIERA ""VILLA SCASSI""";16149;"GENOVA";"GE";1491910,497;4917894,236;;;568;2;2;2;1;1;5;1;1;1;2;3;8;1;5;;;;20;3;4;
153;"VISCA010006";"AZIENDA OSPEDALIERA ""VILLA SCASSI""";16149;"GENOVA";"GE";1491855,547;4918167,067;;;568;2;2;2;1;1;5;1;1;1;2;3;8;1;5;;;;20;3;4;
154;"VISCA010007";"AZIENDA OSPEDALIERA ""VILLA SCASSI""";16149;"GENOVA";"GE";1491824,823;4918004,188;;;568;2;2;2;1;1;5;1;1;1;2;3;8;1;5;;;;20;3;4;
155;"VISCA010008";"AZIENDA OSPEDALIERA ""VILLA SCASSI""";16149;"GENOVA";"GE";1491871,137;4918254,985;;;75;5;2;1;2;2;5;1;1;1;2;3;5;1;5;;;;5;3;4;
156;"VISCA010009";"AZIENDA OSPEDALIERA ""VILLA SCASSI""";16149;"GENOVA";"GE";1491866,388;4917993,028;;;110;4;2;2;2;2;5;1;1;1;2;3;5;1;5;;;;5;3;4;
157;"VISCA010010";"AZIENDA OSPEDALIERA ""VILLA SCASSI""";16149;"GENOVA";"GE";1491775,283;4918178,893;;;542;2;2;2;1;1;5;1;1;1;2;3;5;1;5;;;;20;3;4;
158;"VISCA010011";"AZIENDA OSPEDALIERA ""VILLA SCASSI""";16149;"GENOVA";"GE";1491841,976;4918279,089;;;542;2;2;2;1;1;5;1;1;1;2;3;5;1;5;;;;20;3;4;
