ID;Id_Regione;ID_Unità;Provincia;Comune;Categoria;Descrizione materiali;A - Friabilità;B - Uso pubblico;C - Accessibilità;D - Presenza di confinamento;I1 - Quantità di materiale stimato (Kg);Peso stimato friabile (kg);Peso stimato compatto (kg);I2 - Presenza di un programma di manutenzione e controllo;I3 - Attività;I4 - Dispersione di fibre;I5 - Concentrazione di fibre aerodisperse (ff/l);I6 - Area di estensione del sito (m2);Effettiva area perimetrale (m2);I7 - Superficie esposta all’aria (m2);Effettiva superficie con amianto friabile  (m2);Effettiva superficie con amianto compatto (m2);I8 - Coinvolgimento del sito in lavori di urbanizzazione;I9 - Stato di conservazione delle strutture edili;I10 - Tempo trascorso dalla dismissione (anni);Data dismissione (gg-mm-aaaa);I11 - Tipologia di amianto presente;I12 - Dati epidemiologici;I13 - Frequenza di utilizzo;I14 - Distanza dal centro urbano (m);Distanza dal centro urbano (km);I15 - Densità di popolazione;I16 - Età media dei soggetti frequentatori (anni);Tipo di bonifica;Tipo di intervento;Costi Totali stimati dell intervento (€);Fondi locali/regionali assegnati;Fondi da richiedere;Classe di priorità;Coefficiente di priorità;Punteggio Mappatura;Coordinate X (WGS84-UTM fuso 32);Coordinate Y (WGS84-UTM fuso 32)
613;22;Tos1755;FI;FIRENZE;7;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;676179,160231;4848334,36301
616;22;Tos1772;FI;FIRENZE;11;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;680642,593352;4848571,91315
617;22;Tos1775;FI;FIRENZE;20;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;685687,081923;4847374,63751
620;22;Tos1798;FI;FIRENZE;20;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;683896,447902;4855191,05222
621;22;Tos1803;FI;FIRENZE;11;;1;2,5;1;2,5;10;;;1;1;1;2;3;200;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;680493,722384;4847780,52526
625;22;Tos1811;FI;FIRENZE;15;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;678618,820061;4851499,00471
626;22;Tos1812;FI;FIRENZE;15;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;679334,79351;4849096,78732
628;22;Tos1824;FI;FIRENZE;11;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;683369,480906;4847647,71522
629;22;Tos1830;FI;FIRENZE;11;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;679044,362736;4852781,61516
630;22;Tos1835;FI;FIRENZE;11;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;678580,795527;4850180,7419
631;22;Tos1840;FI;FIRENZE;11;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;680911,179265;4849120,61301
632;22;Tos1859;FI;FIRENZE;15;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;677093,771038;4849614,37989
633;22;Tos1860;FI;FIRENZE;2;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;685292,159331;4848054,57511
635;22;Tos1894;FI;FIRENZE;7;;1;2,5;1;2,5;10;;;1;1;1;2;3;70;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;679846,364518;4852477,0106
637;22;Tos1934;FI;FIRENZE;8;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;683935,070059;4847790,18986
638;22;Tos1956;FI;FIRENZE;8;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;679596,613312;4851114,0437
639;22;Tos1957;FI;FIRENZE;8;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;680486,19215;4851960,57792
642;22;Tos1968;FI;FIRENZE;8;;1;2,5;1;2,5;10;;;1;1;1;2;3;150;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;673891,122726;4851121,13006
647;22;Tos2031;FI;FIRENZE;8;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;679727,26306;4852063,87385
649;22;Tos2034;FI;FIRENZE;8;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;678334,462706;4848675,82593
653;22;Tos2046;FI;FIRENZE;8;;1;2,5;1;2,5;10;;;1;1;1;2;3;300;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;680536,052996;4852109,77428
658;22;Tos2062;FI;FIRENZE;11;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;684376,506725;4847583,65723
676;22;Tos2058;FI;FIRENZE;2;;1;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;10;5;1;;2;2;;;;;;4;0,4;174;681859,991027;4849065,97175
781;22;Tos3466;LU;MONTECARLO;14;;1;1;2,5;1;10;;;1;1;1;2;3;65;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;174;633550,424246;4856046,07967
782;22;Tos3470;LU;PIETRASANTA;14;;1;1;2,5;1;10;;;1;1;1;2;3;100;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;174;598414,30921;4867789,83323
783;22;Tos3472;AR;SAN GIOVANNI VALDARNO;14;;1;1;2,5;1;10;;;1;1;1;2;3;90;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;174;703033,479321;4827906,54542
784;22;Tos3478;PI;CASCINA;14;;1;1;2,5;1;10;;;1;1;1;2;3;95;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;174;625780,53074;4834635,67114
785;22;Tos3483;PI;PISA;14;;1;1;2,5;1;10;;;1;1;1;2;3;200;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;174;608888,883533;4838221,46076
786;22;Tos3484;PI;PISA;14;;1;1;2,5;1;10;;;1;1;1;2;3;480;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;174;610176,343484;4840738,65909
788;22;Tos3490;FI;CERTALDO;14;;1;1;2,5;1;10;;;1;1;1;2;3;100;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;174;663509,274871;4826314,59608
807;22;Tos3273;LI;PIOMBINO;20;;1;2,5;1;1;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;1;20;3;;4;2;;;;;;5;0,3;173;625220,077743;4753366,15409
801;22;Tos3270;LI;PIOMBINO;14;;2;1;1;1;15;;;1;3;1;2;3;0;5;;;1;5;3;;1;1;5;3;;4;2;;;;;;5;0,3;172;624793,497789;4754202,04383
1105;22;Tos477;PT;LAMPORECCHIO;8;;1;2,5;2,5;1;15;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;5;0,3;172;652599,394487;4852980,52381
905;22;Tos521;LU;VIAREGGIO;8;;1;2,5;1;1;15;;;1;1;1;2;3;2650;5;;;3;5;1;;1;1;10;5;;2;10;;;;;;5;0,3;171;599982,959123;4856980,99774
204;22;Tos711;PI;SAN GIULIANO TERME;1;;1;2,5;1;1;10;;;10;1;1;2;3;200;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;5;0,3;170;618628,09401;4842809,74152
425;22;Tos1365;PI;SANTA CROCE SULL ARNO;15;;1;1;1;2,5;10;;;1;1;1;2;3;645;5;;;1;5;1;;1;1;20;1;;4;2;;;;;;4;0,4;170;642717,137255;4842495,28717
489;22;Tos1425;PI;SANTA CROCE SULL ARNO;8;;1;2,5;1;1;5;;;1;1;1;2;3;380;5;;;1;5;1;;1;1;20;3;;2;10;;;;;;5;0,3;170;643080,265343;4841253,22936
532;22;Tos1510;FI;SIGNA;8;;1;2,5;1;1;10;;;10;1;1;2;3;1000;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;5;0,3;170;668543,969257;4850192,57396
556;22;Tos3501;FI;BORGO SAN LORENZO;7;;2;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;170;690864,315678;4869894,86649
557;22;Tos3511;FI;FIRENZE;7;;2;2,5;1;2,5;10;;;1;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;170;680806,224527;4848991,1115
846;22;Tos3495;FI;EMPOLI;17;;1;1;2,5;1;10;;;1;1;1;2;3;15;5;;;3;5;1;;1;10;10;5;;4;2;;;;;;5;0,3;170;656446,46284;4842101,1542
898;22;Tos10052;PO;PRATO;14;;1;1;2,5;1;15;;;1;1;1;2;3;;5;;;1;5;1;;1;1;20;3;;2;2;;;;;;5;0,3;170;665576,091605;4857690,96076
908;22;Tos1408;AR;SAN GIOVANNI VALDARNO;6;;1;1;2,5;1;5;;;10;1;1;2;3;90;5;;;1;5;1;;1;1;5;5;;4;10;;;;;;5;0,3;170;704919,536884;4825951,97545
742;22;Tos3464;PI;PONSACCO;14;;1;1;2,5;1;10;;;1;1;1;2;3;105;5;;;1;5;1;;1;10;20;1;;2;2;;;;;;5;0,3;167;631841,728818;4831827,42254
743;22;Tos3469;PI;SAN MINIATO;14;;1;1;2,5;1;10;;;1;1;1;2;3;360;5;;;1;5;1;;1;10;20;1;;2;2;;;;;;5;0,3;167;643861,735282;4840478,32578
744;22;Tos3474;PT;PISTOIA;14;;1;1;2,5;1;10;;;1;1;1;2;3;122;5;;;1;5;1;;1;10;20;1;;2;2;;;;;;5;0,3;167;653127,462084;4865344,084
745;22;Tos3475;PT;PISTOIA;17;;1;1;2,5;1;10;;;1;1;1;2;3;130;5;;;1;5;1;;1;10;20;1;;2;2;;;;;;5;0,3;167;657391,530456;4863168,24947
746;22;Tos3479;PI;CASCINA;14;;1;1;2,5;1;10;;;1;1;1;2;3;75;5;;;1;5;1;;1;10;20;1;;2;2;;;;;;5;0,3;167;616684,510359;4837009,20016
747;22;Tos3480;PI;PISA;14;;1;1;2,5;1;10;;;1;1;1;2;3;50;5;;;1;5;1;;1;10;20;1;;2;2;;;;;;5;0,3;167;603493,322326;4836855,69076
748;22;Tos3487;FI;CASTELFIORENTINO;14;;1;1;2,5;1;10;;;1;1;1;2;3;70;5;;;1;5;1;;1;10;20;1;;2;2;;;;;;5;0,3;167;657465,029997;4831792,04567
749;22;Tos3491;FI;EMPOLI;14;;1;1;2,5;1;10;;;1;1;1;2;3;40;5;;;1;5;1;;1;10;20;1;;2;2;;;;;;5;0,3;167;657521,898808;4839675,14146
750;22;Tos3493;FI;EMPOLI;14;;1;1;2,5;1;10;;;1;1;1;2;3;110;5;;;1;5;1;;1;10;20;1;;2;2;;;;;;5;0,3;167;652410,818079;4841112,65896
947;22;Tos3492;FI;FUCECCHIO;14;;1;1;2,5;1;10;;;1;1;1;2;3;60;5;;;1;5;1;;1;10;20;1;;2;2;;;;;;5;0,3;167;645995,024122;4842360,46763
966;22;Tos10260;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;3;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;167;645305,600049;4780487,46248
10;22;Tos1087;MS;CASOLA IN LUNIGIANA;8;;1;1;1;1;5;;;1;3;1;2;3;250;5;;;1;5;7;;1;1;5;5;;4;2;;;;;;5;0,3;166;591979,742261;4895075,38113
836;22;Tos1591;GR;GAVORRANO;2;;1;2,5;1;1;10;;;1;1;1;2;3;550;5;;;1;5;1;;1;1;10;5;;4;2;;;;;;5;0,3;166;655479,652596;4754277,29109
1071;22;Tos18;FI;FIRENZE;8;;1;1;1;1;5;;;1;3;1;2;3;150;5;;;1;5;7;;1;1;5;5;;4;2;;;;;;5;0,3;166;679622,628065;4851061,38358
346;22;Tos1081;GR;FOLLONICA;15;;1;1;2,5;1;5;;;1;1;1;2;3;300;5;;;3;5;1;;1;1;20;5;;4;2;;;;;;5;0,3;165;645690,818002;4754962,71991
4;22;Tos1630;FI;FIRENZE;8;;1;2,5;1;1;5;;;1;1;1;2;3;3148;5;;;1;5;1;;1;1;20;1;;4;10;;;;;;5;0,3;164;680434,399545;4850979,6981
469;22;Tos10118;GR;SCARLINO;14;;1;1;1;2,5;5;;;1;1;1;2;3;;5;;;1;30;1;;1;1;5;1;;2;2;;;;;;4;0,4;164;646724,653488;4753370,0159
470;22;Tos10120;GR;SCARLINO;14;;1;1;1;2,5;5;;;1;1;1;2;3;;5;;;1;30;1;;1;1;5;1;;2;2;;;;;;4;0,4;164;646724,653488;4753370,0159
471;22;Tos10121;GR;SCARLINO;14;;1;1;1;2,5;5;;;1;1;1;2;3;;5;;;1;30;1;;1;1;5;1;;2;2;;;;;;4;0,4;164;646724,653488;4753370,0159
472;22;Tos10124;GR;SCARLINO;14;;1;1;1;2,5;5;;;1;1;1;2;3;;5;;;1;30;1;;1;1;5;1;;2;2;;;;;;4;0,4;164;646724,653488;4753370,0159
551;22;Tos397;GR;GROSSETO;8;;1;2,5;1;2,5;5;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;164;673147,955283;4737263,44981
558;22;Tos1232;SI;MONTEPULCIANO;11;;1;2,5;1;2,5;5;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;164;726559,443616;4775177,82667
559;22;Tos1241;SI;ABBADIA SAN SALVATORE;11;;1;2,5;1;2,5;5;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;164;718253,592102;4751242,23329
560;22;Tos2188;PT;MONSUMMANO TERME;11;;1;2,5;1;2,5;5;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;164;645825,892855;4859221,0569
561;22;Tos2189;PT;SERRAVALLE PISTOIESE;11;;1;2,5;1;2,5;5;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;164;654147,234912;4859210,61075
562;22;Tos2190;PT;PONTE BUGGIANESE;11;;1;2,5;1;2,5;5;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;164;640449,76386;4855817,27653
563;22;Tos3567;SI;SOVICILLE;11;;1;2,5;1;2,5;5;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;164;685466,670009;4791938,45297
564;22;Tos3568;SI;MONTICIANO;11;;1;2,5;1;2,5;5;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;164;677278,605967;4778543,70671
565;22;Tos3574;SI;SIENA;11;;1;2,5;1;2,5;5;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;164;688975,374733;4799120,67101
566;22;Tos3575;SI;SIENA;11;;1;2,5;1;2,5;5;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;164;688705,396277;4799552,17408
567;22;Tos3576;SI;SIENA;11;;1;2,5;1;2,5;5;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;164;687074,895574;4800636,26518
568;22;Tos3580;SI;CHIUSDINO;11;;1;2,5;1;2,5;5;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;164;669541,816939;4780081,68763
569;22;Tos3587;SI;SAN GIOVANNI D ASSO;11;;1;2,5;1;2,5;5;;;10;1;1;2;3;0;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;164;710541,494901;4781115,81353
574;22;Tos519;SI;POGGIBONSI;11;;1;2,5;1;2,5;5;;;10;1;1;2;3;1200;5;;;1;5;1;;1;1;5;1;;2;2;;;;;;4;0,4;164;673689,95231;4815496,99085
968;22;Tos10174;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;645069,602601;4780743,45633
969;22;Tos10177;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;647238,576964;4779093,49669
970;22;Tos10179;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;647238,576964;4779093,49669
974;22;Tos10222;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;645463,598422;4780289,46721
975;22;Tos10223;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;645463,598422;4780289,46721
976;22;Tos10224;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;645463,598422;4780289,46721
977;22;Tos10225;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;647895,568328;4778874,50244
978;22;Tos10226;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;645069,602601;4780743,45633
979;22;Tos10227;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;647895,568328;4778874,50244
980;22;Tos10229;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;647754,569698;4779077,49761
981;22;Tos10230;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;647754,569698;4779077,49761
982;22;Tos10232;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;647238,576964;4779093,49669
983;22;Tos10233;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;647754,569698;4779077,49761
984;22;Tos10235;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;649922,540832;4778473,51386
987;22;Tos10239;GR;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;645305,600049;4780487,46248
988;22;Tos10240;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;647895,568328;4778874,50244
989;22;Tos10241;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;645305,600049;4780487,46248
990;22;Tos10242;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;645069,602601;4780743,45633
991;22;Tos10243;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;649530,548838;4777683,53164
992;22;Tos10244;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;647378,573442;4779589,4854
993;22;Tos10245;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;647142,569528;4785775,32845
994;22;Tos10246;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;647378,573442;4779589,4854
996;22;Tos10248;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;-1000020,71132;15,4688885087
997;22;Tos10249;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;647895,568328;4778874,50244
998;22;Tos10250;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;646077,585585;4781622,43715
1001;22;Tos10254;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;647238,576964;4779093,49669
1002;22;Tos10258;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;647378,573442;4779589,4854
1003;22;Tos10259;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;647378,573442;4779589,4854
1007;22;Tos10273;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;653782,447375;4786696,33798
1009;22;Tos10275;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;653782,447375;4786696,33798
1010;22;Tos10276;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;655017,409559;4786762,35222
1011;22;Tos10290;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;650999,508137;4784095,38543
1012;22;Tos10291;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;650999,508137;4784095,38543
1013;22;Tos10292;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;650999,508137;4784095,38543
1014;22;Tos10293;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;651056,509852;4783281,40426
1016;22;Tos10296;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;654844,410871;4787842,32556
1017;22;Tos10297;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;654844,410871;4787842,32556
1018;22;Tos10298;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;654844,410871;4787842,32556
1019;22;Tos10299;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;654333,428244;4787343,33035
1020;22;Tos10300;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;654441,425631;4787159,33589
1021;22;Tos10301;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;654441,425631;4787159,33589
1022;22;Tos10302;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;655017,409559;4786762,35222
1023;22;Tos10303;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;655021,410096;4786582,35635
1024;22;Tos10304;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;654947,412874;4786438,35867
1025;22;Tos10305;PI;CASTELNUOVO DI VAL DI CECINA;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;654671,421586;4786352,3571
1026;22;Tos10315;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;650779,50781;4785207,35957
1027;22;Tos10316;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;651050,502399;4785713,3482
1028;22;Tos10318;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;651050,502399;4785713,3482
1029;22;Tos10319;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;651357,496497;4786213,337
1030;22;Tos10320;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;650596,507791;4786050,33994
1031;22;Tos10236;GR;MONTEROTONDO MARITTIMO;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;645305,600049;4780487,46248
1038;22;Tos10317;PI;POMARANCE;14;;2;1;2,5;1;5;;;1;1;1;2;3;;5;;;1;5;1;;1;10;20;3;;2;2;;;;;;5;0,3;164;651050,502399;4785713,3482
